Country,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Mauritius,480,-0.157166667,0.540666667,-0.309583333,-0.464,-0.485,-0.344916667,0.02025,0.1095,-0.412333333,0.495166667,0.141166667,-0.30875,0.21175,0.11775,-0.518583333,-0.03975,0.231333333,0.54075,0.379083333,0.326583333,0.254916667,0.207083333,0.141333333,0.0995,-0.031916667,0.039416667,0.078,0.705083333,0.525583333,0.150083333,0.230666667,0.528,0.199083333,0.301083333,0.555833333,0.413416667,0.281166667,0.487416667,0.795916667,0.4975,0.392583333,0.8805,0.78575,0.907083333,0.644583333,0.545916667,0.70975,0.674333333,0.579,0.974833333,1.059083333,0.912333333,0.764,0.702375
Mayotte,175,-0.011333333,0.480583333,-0.001,-0.277583333,-0.26125,-0.463333333,0.21375,0.170916667,-0.362666667,0.400166667,0.216,-0.444416667,0.020083333,0.10325,-0.376666667,-0.15375,-0.0685,0.417666667,0.132916667,0.170416667,0.170416667,0.123,0.385416667,0.275166667,-0.267916667,-0.016333333,0.180666667,0.536916667,0.501833333,-0.038916667,0.345333333,0.369416667,0.42475,0.4535,0.661833333,0.56675,0.15575,0.564333333,0.924833333,0.508666667,0.179333333,0.598083333,0.943916667,0.712,0.5785,0.836,0.72125,0.826583333,0.484666667,0.808,1.021416667,0.758583333,0.54,0.70175
Mexico,484,0.006583333,-0.016083333,0.253333333,0.139416667,-0.153666667,-0.0055,-0.350333333,-0.056666667,-0.423916667,0.218833333,-0.249916667,-0.099666667,0.235,-0.243833333,-0.1085,-0.290666667,-0.594333333,0.10125,0.0155,-0.171,0.295666667,0.01375,0.311083333,-0.064583333,-0.2285,-0.136083333,0.110666667,-0.284833333,-0.003916667,0.225166667,0.220833333,0.099666667,-0.089666667,0.198833333,0.58575,0.630666667,0.392166667,0.158583333,0.79175,0.3885,0.492083333,0.393,0.485,0.589416667,0.184833333,0.6735,0.678083333,0.339333333,0.34525,0.806083333,0.112916667,0.859333333,0.912416667,1.479222222
Moldova,498,0.761083333,0.6245,0.285916667,-0.43525,-0.338333333,-0.751,1.207333333,0.405666667,0.298166667,-0.979916667,0.36075,0.153166667,0.204666667,-0.321666667,0.182166667,1.179583333,-0.986083333,0.223416667,-0.601333333,0.425916667,-1.05025,0.351666667,0.257666667,0.874833333,-0.020416667,-1.455833333,-0.00925,-1.164333333,-0.229333333,1.331166667,1.695583333,0.00325,0.573333333,-0.309833333,1.484166667,0.297916667,-0.606666667,-0.489333333,0.352,1.449166667,1.51,0.820833333,1.361083333,0.248416667,0.721833333,0.662666667,0.411833333,2.178916667,1.564416667,1.551916667,1.045666667,0.6905,1.407583333,2.7805
Monaco,492,-0.05325,0.898583333,-0.257916667,-0.633583333,0.346166667,-0.3875,0.258666667,0.415166667,-0.06375,-0.431083333,-0.076666667,0.098916667,-0.22025,0.12575,0.102916667,0.072833333,0.020166667,-0.043666667,-0.401583333,0.17925,-0.419916667,0.1205,0.784833333,0.49375,-0.420916667,0.04525,0.405333333,0.394916667,0.6445,0.9855,1.025333333,0.358333333,0.787916667,0.441666667,1.459583333,0.646583333,0.168583333,1.258083333,0.77925,0.883333333,1.1195,1.101833333,1.150166667,1.616083333,0.82825,0.408416667,1.344916667,1.301,0.86425,1.319416667,0.113666667,1.6135,1.138666667,1.307
Mongolia,496,-0.166583333,0.292833333,0.367333333,1.077416667,-0.1545,0.758916667,0.064,-0.277666667,-0.353,-0.965416667,-0.482833333,0.003583333,0.395666667,0.774333333,-0.354166667,0.582916667,-0.302083333,0.2855,0.754333333,0.9045,0.147333333,0.029416667,1.084416667,0.502416667,-0.7875,-0.347416667,0.4195,0.324916667,0.466666667,1.303916667,1.29225,0.754833333,0.891666667,0.417416667,1.3235,1.3785,0.547333333,1.8895,2.226916667,1.729166667,0.805,1.380333333,1.725916667,0.676416667,1.720666667,0.490166667,1.581916667,2.705583333,1.745583333,1.1945,0.311333333,0.538,0.03375,3.43775
Montenegro,499,0.51275,0.621583333,0.117083333,0.155083333,-0.280916667,-0.38625,0.43675,-0.033833333,0.081,-0.217,-0.097,-0.147083333,-0.0575,-0.33175,-0.082083333,-0.010333333,-0.845416667,0.440416667,-0.530916667,0.261333333,-0.76775,-0.17375,0.305666667,-0.137916667,-0.211,-0.066666667,0.29075,0.1925,0.3235,0.174333333,0.862583333,-0.310333333,0.56225,0.403333333,1.3925,0.003583333,-0.056416667,0.192166667,0.550833333,0.868666667,1.181333333,0.85525,1.037166667,0.89825,0.44125,-0.25425,0.180833333,1.215083333,1.247666667,1.082666667,0.864416667,0.854666667,1.151833333,2.490375
Montserrat,500,0.296166667,0.056,0.091416667,0.23075,0.04375,-0.231583333,-0.050666667,-0.312333333,-0.253916667,0.219,0.072333333,-0.270083333,-0.0985,0.218833333,-0.31825,-0.323666667,-0.40175,0.179833333,0.19475,-0.002333333,0.465416667,0.40725,0.023166667,0.410666667,-0.06725,-0.062833333,0.043833333,0.559916667,0.284166667,0.025666667,0.272333333,0.22175,0.23525,0.28025,0.265416667,0.716333333,0.295666667,0.645833333,0.947416667,0.454333333,0.231083333,0.594666667,0.69575,0.851666667,0.483,0.94525,0.802416667,0.842916667,0.299833333,0.60675,1.086583333,0.6125,0.7585,0.60325
Morocco,504,0.17625,0.928666667,0.3275,0.099,0.2955,-0.053166667,0.271083333,-0.136416667,0.03825,-0.058166667,0.2835,-0.7725,-1.085083333,-0.1425,-0.430416667,-0.267583333,-0.645166667,0.05275,0.27275,0.180333333,0.37675,0.632166667,0.021916667,0.875083333,0.034,0.629333333,0.112666667,1.134666667,0.532,0.850333333,1.017666667,-0.06275,0.00575,-0.177333333,0.780416667,1.108833333,0.568333333,1.11925,1.032666667,0.688333333,0.885083333,1.553916667,1.032583333,1.176,0.806,0.90075,1.113166667,0.739666667,0.702166667,1.33075,1.755,1.198833333,0.98875,1.62525
Mozambique,508,-0.10675,0.280083333,0.1315,-0.369083333,-0.213083333,-0.4475,0.234833333,0.132,-0.2315,0.3545,0.30625,-0.099333333,-0.08125,0.090833333,-0.3045,-0.227333333,-0.155916667,0.347166667,0.1245,0.095166667,0.101916667,-0.22375,0.112666667,0.913833333,0.20825,0.027583333,0.126833333,0.838333333,0.43525,0.14625,0.550666667,0.48275,1.093,0.5975,0.39225,0.8265,0.440166667,0.50225,0.973416667,0.4315,0.27025,0.600916667,0.778166667,0.77325,0.422583333,1.18375,0.653416667,0.574416667,0.3805,0.431333333,0.95575,0.652166667,0.359583333,-0.162
Namibia,516,0.175666667,0.232416667,0.188833333,0.003083333,-0.063083333,0.008,0.234583333,-0.186083333,-0.138833333,0.277083333,0.446166667,0.008166667,0.284083333,0.454416667,-0.63,-0.0845,-0.610666667,-0.042916667,-0.147,0.32475,0.100916667,0.114,0.297833333,0.653083333,0.68875,0.234166667,0.436,0.925416667,0.4965,0.161083333,0.776833333,0.22075,0.776833333,0.688333333,0.391083333,1.04025,0.268666667,0.258166667,1.116666667,0.905916667,0.457666667,0.677166667,0.987583333,1.480833333,1.083833333,0.913916667,-0.178166667,0.620583333,0.461083333,0.41625,0.83225,-0.209583333,0.235,0.705875
Nepal,524,0.224583333,-0.281416667,-0.33925,-0.184083333,0.117166667,-0.353,0.30075,-0.321,-0.474916667,0.3095,-0.003416667,-0.681583333,-0.013083333,0.121583333,0.139416667,-0.1395,0.049916667,0.04725,-0.426083333,0.29775,0.209333333,-0.182416667,-0.19625,-0.609083333,0.187583333,0.450666667,-0.157083333,0.4805,0.462,-0.05425,0.182333333,0.045,-0.014416667,0.18625,0.36825,0.363333333,0.369833333,-0.398083333,0.48775,0.854583333,0.189333333,0.50025,0.558666667,0.38025,0.461833333,0.526166667,0.966,0.567083333,0.319083333,0.987,1.024,0.190666667,0.329833333,0.86125
Netherlands (Europe),528,0.384666667,0.686833333,-1.076,-1.376833333,-0.086833333,-0.528416667,0.187833333,0.653666667,-0.090083333,-0.106416667,-0.2085,0.261833333,-0.273833333,0.208333333,0.48575,0.620833333,0.52475,0.397333333,-0.295583333,-0.754583333,-0.175083333,-8.33333E-05,0.69625,0.717416667,0.057416667,-0.812,-0.424916667,-0.597583333,0.897166667,1.292,1.360333333,0.11125,1.112166667,0.2075,1.202,0.954666667,-0.900666667,0.769416667,0.878583333,1.446166667,1.4635,0.939,1.3755,1.059833333,0.9875,1.183666667,1.651333333,1.748416667,1.154583333,1.067166667,-0.375416667,1.436,0.798166667,0.2165
New Caledonia,540,-0.2235,-0.061166667,0.052416667,-0.20075,0.192083333,-0.71175,-0.634083333,0.099333333,-0.4355,-0.09375,0.360916667,0.079833333,-0.2095,0.885416667,0.1615,0.344166667,0.146583333,-0.162166667,0.084083333,0.001833333,0.09475,0.218583333,-0.142833333,0.40625,0.301916667,0.31225,0.109833333,0.038333333,0.9405,0.337916667,0.582916667,0.025416667,0.120166667,-0.049,-0.158333333,0.877416667,0.7815,0.353333333,1.468916667,0.719416667,0.453083333,0.66875,0.639083333,0.43175,0.537666667,0.5305,0.364166667,0.91325,0.833333333,0.444166667,1.0385,0.700583333,0.383416667,0.552375
New Zealand,554,-0.085333333,-0.104333333,0.509166667,-0.390166667,-0.245833333,-0.495666667,-0.245083333,-0.135583333,-0.12875,-0.190666667,0.509416667,0.61175,-0.08375,0.295583333,0.42375,0.32725,-0.49825,-0.509583333,0.40275,0.208833333,-0.040333333,0.4125,-0.274666667,-0.345,0.323833333,0.3905,0.30325,0.394166667,0.453416667,0.639833333,0.629333333,-0.105666667,-0.703833333,-0.40175,-0.09775,0.181083333,0.1035,-0.098,0.993,0.97225,0.475583333,0.551083333,0.357583333,0.29025,-0.164583333,0.735416667,0.063833333,0.445166667,0.531666667,0.013583333,0.69575,0.52325,0.016916667,0.4485
Nicaragua,558,0.037083333,-0.011666667,-0.246083333,-0.078416667,-0.04025,0.08875,0.00475,-0.232083333,-0.41125,0.174166667,-0.199083333,-0.287666667,0.259416667,0.192416667,-0.273666667,-0.191916667,-0.131833333,0.347916667,0.17275,0.158833333,0.12,-0.090833333,0.19775,0.655916667,-0.049,0.024833333,0.054,0.756083333,0.334583333,-0.03475,0.36475,0.42025,0.54125,0.42125,0.676916667,0.73175,0.21975,0.836833333,1.20625,0.27,0.191333333,0.22,0.474916667,0.74225,0.588583333,0.6485,0.746083333,0.633083333,0.1985,0.591666667,0.428916667,0.424,0.341916667,0.681555556
Niger,562,0.1215,-0.948666667,0.023833333,0.465083333,-0.0825,-0.322666667,-0.07875,-0.193833333,0.011083333,1.00875,-0.045916667,-0.026666667,0.326916667,0.365916667,-0.378083333,-0.294166667,0.132166667,-0.396166667,0.196416667,0.39625,0.315166667,0.064333333,0.098666667,0.049333333,0.437,0.170333333,0.430666667,0.741083333,0.29675,-0.323916667,0.558083333,0.369166667,-0.304916667,0.263333333,-0.089416667,0.405416667,0.638,0.641,0.837666667,0.77875,0.485833333,0.628,0.659666667,0.81225,0.881583333,1.146416667,0.801083333,0.921916667,0.411416667,1.360416667,1.809916667,0.997416667,0.58275,1.741375
Nigeria,566,0.027416667,-0.4215,-0.101083333,0.287083333,-0.159333333,-0.123,-0.011416667,-0.194833333,0.014,0.424666667,0.1565,0.006166667,0.09575,0.682,-0.197333333,-0.2815,0.019916667,0.096833333,-0.0075,0.303083333,0.273666667,0.012916667,0.079666667,0.23775,0.289083333,0.16925,0.27725,0.82325,0.247833333,-0.413833333,0.576166667,0.253333333,-0.126333333,0.313333333,0.028833333,0.375166667,0.404666667,0.354916667,0.821916667,0.539166667,0.2435,0.304666667,0.67425,0.639,0.7795,0.934583333,1.005083333,0.900083333,0.535666667,1.112916667,1.21425,0.83225,0.617916667,1.215875
Niue,570,-0.011666667,0.145083333,-0.204666667,-0.232,0.104916667,-0.522333333,-0.10525,-0.080166667,-0.185416667,-0.17225,0.22675,-0.137916667,-0.027,0.654583333,0.268166667,0.278,-0.177333333,0.018333333,-0.06275,0.05925,0.13075,0.02825,-0.079333333,0.237583333,0.261416667,0.204166667,0.047833333,-0.222083333,0.655416667,0.244666667,0.418416667,0.348,0.254,-0.015166667,0.062333333,0.472583333,0.47325,0.007583333,0.564333333,0.443166667,0.56575,0.567083333,0.747,0.447083333,0.600583333,0.4595,0.22475,0.74975,0.377416667,-0.131,0.77175,0.742416667,0.565583333,0.8075
North Korea,574,0.557833333,0.771,0.060416667,-0.233416667,0.13325,-0.363833333,-0.227666667,-0.082833333,0.061333333,-0.806916667,-0.323083333,-0.226916667,0.032,0.360083333,-0.4545,0.78075,-0.299833333,0.316166667,0.481583333,0.687666667,-0.5375,-0.326333333,0.66625,0.457583333,-0.251833333,-0.19225,-0.348166667,0.186916667,0.4255,1.273833333,1.249083333,0.607,0.672333333,0.344083333,1.345416667,0.582416667,0.336083333,0.940333333,1.821333333,1.350666667,0.595,0.797083333,0.99575,1.124333333,1.514,0.3785,1.010333333,1.581166667,1.369916667,0.85975,0.431916667,0.443666667,0.183916667,1.5615
Northern Mariana Islands,580,-0.054166667,-0.171833333,0.002333333,-0.243,-0.243,-0.167083333,-0.03775,-0.208,-0.327583333,-0.072083333,-0.037916667,-0.0965,-0.267083333,0.2225,0.180916667,0.056583333,-0.061583333,0.177166667,0.04725,0.165333333,0.272083333,0.490083333,0.02725,0.5305,0.748416667,0.437833333,0.290166667,0.362083333,0.564,0.397083333,0.243833333,0.196333333,0.085416667,0.21275,0.330083333,0.19725,0.353333333,0.381583333,0.629666667,0.556333333,0.451666667,0.565,0.3755,0.235333333,0.516416667,0.435666667,0.398833333,0.372083333,0.453916667,0.35725,0.220416667,0.218916667,0.361583333,0.628875
Norway,578,0.34,0.850583333,-0.69425,-0.423416667,0.365666667,-0.578166667,-1.288666667,0.175333333,-0.927833333,-0.382,-0.484416667,-0.046166667,1.140833333,0.18275,1.392166667,0.77175,0.034833333,-0.24675,-0.693583333,-0.71425,-0.386833333,-0.847166667,0.25775,0.428,1.043666667,-0.819333333,-0.282416667,-0.72725,0.149,1.252333333,1.8265,0.8935,1.056166667,0.179,0.2245,0.266,0.015666667,0.80375,0.225416667,1.03975,1.556916667,0.4625,1.13075,1.043333333,1.284916667,1.567333333,2.016666667,1.511583333,1.4025,1.1455,-0.4555,1.878916667,0.901666667,1.495375
Oman,512,-0.027166667,0.093166667,-0.044166667,-0.049666667,-0.447416667,-0.117833333,-0.026333333,-0.154666667,-0.241833333,0.416,0.2625,-0.166083333,-0.089,-0.205416667,-0.076833333,-0.373666667,-0.025,0.69525,0.3135,0.109666667,0.442916667,0.29175,-0.1935,-0.375333333,-0.42275,-0.160166667,-0.123333333,0.3105,0.306833333,-0.295333333,0.4745,0.040833333,-0.231083333,0.398583333,0.786083333,0.3535,0.203583333,0.3765,1.21675,1.142833333,0.952416667,1.113333333,1.024166667,1.299,1.155166667,1.10375,1.074833333,1.393,0.781916667,1.3725,1.488666667,1.180666667,1.241583333,1.224375
Pakistan,586,0.031333333,-0.323166667,-0.260833333,0.551083333,-0.558166667,-0.204833333,-0.135416667,-0.351416667,-0.358166667,0.334166667,0.489333333,0.26625,-0.599833333,0.039583333,-0.264833333,-0.585416667,-0.325083333,0.489333333,0.04325,0.063083333,0.71125,0.505333333,-0.190583333,-0.127166667,0.175083333,0.58275,-0.059416667,0.736833333,1.11225,-0.05,0.676416667,0.201333333,0.0085,0.744833333,0.463083333,0.373916667,0.233833333,0.03875,0.96275,1.163,1.1225,1.230416667,1.3255,0.732083333,1.443083333,0.572416667,0.936916667,0.990916667,0.835166667,1.211416667,1.387916667,1.06825,0.498,1.620875
Palau,585,0.047666667,-0.23825,-0.165,0.019166667,-0.238333333,-0.109166667,0.004333333,-0.053083333,0.094,0.086583333,0.224583333,-0.0445,0.052333333,0.258916667,0.071666667,-0.0955,0.04025,0.153333333,0.009083333,0.06525,0.042833333,0.147333333,0.131416667,0.298666667,0.228583333,0.042666667,0.359083333,0.33125,0.296916667,0.1995,0.266916667,0.189583333,0.129083333,0.074583333,0.2065,0.224083333,0.291583333,0.388083333,0.596416667,0.256333333,0.28075,0.348583333,0.391833333,0.219583333,0.478916667,0.30875,0.404416667,0.43275,0.21575,0.306916667,0.35775,0.143416667,0.31125,0.410375
Palestina,275,0.190083333,0.023583333,0.291583333,0.111833333,-0.06275,-0.43075,-0.112833333,-0.364166667,-0.215416667,0.0925,0.136083333,-0.1365,-0.353166667,0.332666667,0.057583333,0.1105,-0.0095,-0.0035,0.158833333,0.2425,0.071833333,0.130083333,-0.299666667,-0.113416667,0.061333333,0.391083333,0.006583333,0.025916667,0.499583333,0.186083333,0.333666667,0.109083333,-0.263916667,-0.112,0.143166667,0.417166667,0.588333333,0.219,0.941166667,0.747166667,0.53,0.855,0.641166667,0.459166667,0.410083333,0.424666667,0.290583333,0.752083333,0.830833333,0.562833333,1.456,0.54725,0.57025,0.762125
Palmyra Atoll,275,-0.028083333,0.023916667,-0.1055,0.235833333,-0.335583333,-0.159083333,0.2045,0.147416667,0.256833333,0.357666667,-0.061916667,-0.50425,0.064583333,-0.34275,-0.147583333,-0.530416667,-0.30825,0.57275,0.25375,0.215416667,0.5005,0.218083333,0.406166667,0.275666667,0.10175,0.055916667,0.503416667,0.6025,0.212333333,-0.07125,0.3545,0.58175,0.445416667,0.3145,0.522166667,0.70475,0.620083333,0.715083333,0.586666667,0.12525,0.26575,0.637666667,0.818916667,0.945916667,0.845166667,0.9755,0.888916667,0.610333333,0.31775,0.801666667,0.6595,0.48575,0.499083333,0.659875
Panama,591,0.014666667,0.001583333,-0.07875,-0.03275,0.064083333,0.019666667,0.096083333,-0.247666667,-0.17,0.240166667,-0.064833333,-0.45975,0.221916667,0.088916667,-0.269333333,-0.3405,0.00625,0.23675,-0.0075,0.172,0.17925,0.175833333,0.299083333,0.770666667,-0.159,-0.063833333,0.218166667,0.742583333,0.148166667,0.046416667,0.445333333,0.588083333,0.6285,0.457,0.526,0.478083333,0.188333333,0.932916667,1.067416667,-0.05475,0.231833333,0.185833333,0.727,0.768416667,0.625916667,0.605,0.65175,0.579416667,0.320666667,0.78975,0.549166667,0.22925,0.6025,0.7375
Papua New Guinea,598,-0.059166667,-0.286666667,0.02975,-0.048333333,0.079833333,-0.485666667,-0.038833333,-0.185666667,-0.0355,0.17775,0.24875,0.04375,-0.2345,0.278916667,0.066083333,0.117666667,-0.155833333,-0.05175,0.2225,0.185083333,0.225166667,0.350333333,-0.002416667,0.450166667,0.2235,0.202083333,0.354916667,0.430916667,0.64675,0.372,0.41675,0.206166667,0.311083333,0.15375,0.174833333,0.464,0.522333333,0.2475,0.89975,0.399833333,0.422,0.534666667,0.576333333,0.546833333,0.388916667,0.51375,0.219,0.362666667,0.255916667,0.263166667,0.822,0.309833333,0.323583333,0.549125
Paraguay,600,-0.397166667,0.543416667,-0.573916667,0.861,-0.372,0.007666667,0.072083333,0.453083333,0.037333333,0.219333333,0.280583333,-0.490666667,0.31225,0.1185,-0.257833333,-0.061333333,-0.505666667,0.68025,0.6115,-0.062166667,0.13025,0.2215,0.34025,-0.270333333,0.203,0.543916667,0.64475,0.052416667,0.073916667,-0.097666667,0.129416667,0.645666667,-0.37925,0.26425,1.000916667,0.49375,-0.055166667,0.937416667,-0.05275,0.227583333,0.156083333,0.81825,1.289,0.793833333,0.3345,0.350083333,0.906583333,0.256666667,0.348333333,0.718583333,0.145416667,0.5215,0.99575,-0.65225
Peru,604,-0.10075,0.0175,-0.11575,0.078833333,-0.116833333,0.194916667,0.170583333,-0.106,-0.117333333,0.518833333,0.071333333,-0.26675,0.462,0.0795,-0.340666667,-0.28975,-0.192083333,0.11075,0.013,0.163166667,0.262583333,-0.026583333,0.200583333,1.018916667,0.0545,-0.03825,0.0645,0.79725,0.180083333,-0.052833333,0.163083333,0.43425,0.766583333,0.4325,0.460583333,0.616,0.045,0.866583333,1.111833333,-0.00225,0.161916667,0.15575,0.466,0.415583333,0.373083333,0.380583333,0.471,0.121666667,0.156416667,0.453083333,0.5145,0.214083333,0.39,-0.09375
Philippines,608,0.1045,-0.0445,-0.113833333,-0.254666667,-0.020916667,-0.179333333,0.223583333,-0.16625,-0.02625,0.278083333,0.261333333,-0.34025,0.032083333,0.248583333,-0.108166667,-0.014,-0.169,0.0845,-0.075666667,0.09225,0.031,0.090083333,0.011583333,0.363416667,-0.070916667,0.162833333,0.05125,0.561916667,0.450083333,-0.007833333,0.192333333,0.053416667,0.1615,0.106333333,0.091333333,0.086416667,0.147916667,0.236333333,1.039416667,0.18575,0.26975,0.36425,0.343166667,0.274833333,0.349833333,0.404333333,0.438083333,0.422,0.13575,0.26875,0.6165,0.045916667,0.408916667,0.67675
Poland,616,0.307166667,0.967333333,-0.58325,-0.834916667,-0.316583333,-1.128083333,0.593666667,0.9715,0.355916667,-0.914166667,-0.748416667,0.295166667,0.20525,0.3435,0.927916667,1.31275,-0.426916667,0.565333333,-0.45075,-0.367166667,-0.879583333,0.274166667,0.8435,1.344083333,0.335333333,-0.777833333,-0.110916667,-0.99525,0.710416667,1.853416667,1.661666667,0.374666667,1.2435,0.261083333,1.351,0.69225,-0.8015,0.410666667,0.745166667,1.465,2.052166667,0.763833333,1.601166667,0.815083333,0.8205,0.8485,1.229916667,1.848083333,1.899166667,1.082916667,0.051416667,1.381666667,0.96775,1.687875
Portugal,620,0.082,0.960166667,0.191,-0.115416667,0.3795,-0.022333333,0.25525,-0.040333333,0.187916667,-0.327,0.01925,-0.463,-0.862,-0.125416667,-0.35675,-0.262583333,-0.149166667,-0.152333333,0.086666667,0.012083333,0.101416667,0.7555,0.331916667,0.33,-0.13575,0.414416667,-0.01,0.865583333,0.359416667,1.322083333,1.00275,0.492833333,0.371333333,-0.219833333,0.572833333,1.607416667,0.556333333,1.527583333,0.905,0.539083333,0.653,0.66775,0.723166667,1.075833333,0.723833333,0.796916667,1.262583333,0.501083333,0.53,1.2435,0.94425,1.326416667,0.652166667,1.14925
Puerto Rico,630,0.395416667,0.017083333,-0.012916667,0.26725,0.122916667,-0.293166667,-0.043666667,-0.31575,-0.251,0.325333333,0.0275,-0.308083333,-0.0995,0.046416667,-0.390416667,-0.323083333,-0.384833333,0.108,0.16975,0.06825,0.52975,0.474333333,0.079666667,0.524083333,-0.02575,-0.082916667,0.024583333,0.623333333,0.291416667,-0.052583333,0.26975,0.209666667,0.229166667,0.344833333,0.460083333,0.586583333,0.1885,0.646,0.963083333,0.382583333,0.1165,0.60025,0.812,0.840666667,0.4295,0.759666667,0.78225,0.947833333,0.428333333,0.668,0.96825,0.550833333,0.799583333,0.613222222
Qatar,634,0.115916667,-0.232083333,0.230666667,-0.0325,-0.671166667,0.138166667,0.280583333,-0.37025,-0.231666667,0.56025,0.35725,-0.28725,-0.575333333,0.003916667,-0.0585,-0.273,-0.310833333,0.589833333,0.158666667,0.597833333,0.506583333,0.445,-0.659,-0.526,-0.159416667,0.044083333,0.274166667,0.44975,0.44625,-0.17675,0.390333333,-0.21025,-0.782583333,0.11975,0.599583333,0.173083333,0.678083333,0.227916667,1.494833333,1.637,1.063,1.375666667,1.2555,1.395083333,1.210416667,1.083083333,1.141416667,1.240416667,0.935333333,1.1925,1.959583333,1.2315,1.5545,1.64375
Reunion,638,-0.17975,0.598916667,-0.294833333,-0.41525,-0.4615,-0.452166667,0.03025,0.1775,-0.3385,0.496333333,0.12875,-0.297833333,0.206166667,0.165916667,-0.427333333,-0.059,0.2235,0.535083333,0.379583333,0.313833333,0.298,0.168916667,0.092583333,0.205833333,-0.059166667,0.086833333,0.0285,0.64675,0.467333333,0.1965,0.16225,0.542333333,0.369,0.389166667,0.614916667,0.476583333,0.352833333,0.480916667,0.845916667,0.511333333,0.501416667,0.893416667,0.765333333,0.817,0.705416667,0.529833333,0.669083333,0.646666667,0.55075,0.889,0.993916667,1.0005,0.798,0.889125
Romania,642,0.60325,0.58875,0.015666667,-0.286833333,-0.460666667,-0.6365,0.925083333,0.286666667,0.416583333,-0.56025,0.108166667,0.097416667,0.288,-0.315833333,0.130916667,0.679083333,-0.804416667,0.3245,-0.6395,0.396666667,-0.923083333,0.002,0.054416667,0.514416667,0.080333333,-1.085583333,-0.063583333,-0.344,0.078333333,0.67875,1.226,-0.271833333,0.562583333,-0.137083333,1.609,0.13875,-0.350583333,-0.476333333,0.178416667,1.091,1.47225,0.638583333,1.392666667,0.340166667,0.558166667,0.123166667,0.469,1.868333333,1.461,1.470666667,0.851666667,0.569,1.301083333,2.6455
Russia,643,-0.506,0.469666667,1.01375,0.421833333,-0.355833333,-0.477416667,-0.879583333,1.06675,-0.159583333,-1.336083333,-0.092583333,0.458833333,-0.272,0.596416667,-0.24175,1.288916667,-0.497,-0.083,0.174083333,-0.474333333,0.00925,1.263833333,0.332416667,1.478166667,0.13575,-0.091166667,0.53775,-0.844,1.099583333,1.35675,1.407083333,1.193,0.52675,0.80825,0.531583333,2.299833333,0.619666667,1.1335,0.148916667,0.60025,0.884333333,0.939333333,1.307083333,1.597166667,0.936416667,1.931916667,0.667,2.454916667,2.124583333,0.8215,0.909416667,2.028416667,1.52825,3.166875
Rwanda,646,-0.026666667,-0.04,-0.25475,-0.305333333,-0.127833333,-0.006416667,-0.001833333,-0.16675,-0.2125,0.19575,-0.045333333,-0.358666667,0.18175,0.269833333,-0.127083333,-0.121333333,0.0115,0.32325,0.2485,0.29525,0.501083333,0.312333333,0.277083333,0.698833333,0.228166667,0.191833333,0.36275,0.89625,0.51475,-0.082583333,0.275833333,0.11075,0.422,0.4235,0.442416667,0.6935,0.207416667,0.68575,0.681833333,0.238833333,0.483083333,0.39125,0.67725,0.824333333,0.814916667,1.162583333,0.892833333,0.49325,0.4605,0.752666667,0.997083333,0.50375,0.689416667,0.833875
Saint Barthélemy,652,0.310166667,0.105833333,0.016916667,0.219333333,0.052416667,-0.273,-0.138333333,-0.346,-0.221416667,0.21925,0.086166667,-0.276583333,-0.15925,0.182333333,-0.338166667,-0.34025,-0.3755,0.218333333,0.210583333,-0.023666667,0.422083333,0.35325,0.001166667,0.433666667,0.029333333,0.012,0.054416667,0.549583333,0.307916667,0.016583333,0.26875,0.267333333,0.220333333,0.333416667,0.33925,0.720333333,0.226833333,0.563583333,0.910833333,0.514583333,0.22275,0.5785,0.70825,0.847416667,0.504,0.902333333,0.80625,0.855083333,0.310416667,0.638583333,1.026,0.698333333,0.80925,0.533
Saint Kitts And Nevis,659,0.332916667,0.069333333,0.066333333,0.24325,0.080333333,-0.238833333,-0.070083333,-0.315,-0.236083333,0.232083333,0.077416667,-0.2775,-0.109083333,0.1895,-0.351333333,-0.31,-0.421833333,0.176583333,0.19075,-0.003916667,0.471583333,0.40525,-0.0065,0.409666667,-0.035416667,-0.041,0.040833333,0.589,0.273,0.008916667,0.268916667,0.213916667,0.235583333,0.317833333,0.323416667,0.713333333,0.245333333,0.595083333,0.916333333,0.441333333,0.1935,0.58525,0.699916667,0.835083333,0.447333333,0.914916667,0.794416667,0.884666667,0.31225,0.636583333,1.084083333,0.59125,0.775166667,0.58575
Saint Lucia,662,0.243833333,0.0635,0.117333333,0.239583333,-0.038916667,-0.097333333,0.015333333,-0.24575,-0.22325,0.37025,0.064333333,-0.299333333,-0.01725,0.085583333,-0.276,-0.3185,-0.422333333,0.057416667,0.168166667,0.136166667,0.411333333,0.392583333,0.0615,0.277166667,-0.077416667,-0.185666667,-0.068916667,0.636166667,0.273083333,0.006,0.23275,0.177166667,0.193,0.337416667,0.23025,0.58275,0.265083333,0.532083333,0.902,0.418583333,0.168416667,0.51125,0.552833333,0.697666667,0.467916667,0.948666667,0.782166667,0.67325,0.298666667,0.585,1.095916667,0.630166667,0.668916667,0.5555
